user,history_left_num,history_right_num,click_left_num,click_right_num,unclick_left_num,unclick_right_num,history_rate,u_group
U214476,1,0,0,0,0,0,1.0,1
U214481,1,0,0,0,1,1,1.0,1
U214522,1,0,0,0,0,0,1.0,1
U214559,2,1,8,1,51,3,0.6666666666666666,1
U21465,1,0,1,1,4,0,1.0,1
U214687,1,1,1,0,6,2,0.5,1
U214792,1,0,1,0,2,0,1.0,1
U214830,1,0,1,1,12,1,1.0,1
U214939,1,0,0,0,2,2,1.0,1
U214946,1,0,1,0,0,0,1.0,1
U214990,1,0,2,0,7,1,1.0,1
U215151,1,0,0,0,10,6,1.0,1
U215177,1,0,0,0,0,0,1.0,1
U215271,1,0,0,0,4,0,1.0,1
U215295,0,1,0,0,20,0,0.0,0
U215358,1,0,3,0,9,0,1.0,1
U215461,1,0,2,0,6,0,1.0,1
U215567,0,1,0,0,6,0,0.0,0
U215600,1,0,3,0,8,1,1.0,1
U215623,1,0,0,1,19,3,1.0,1
U215748,1,0,2,0,18,1,1.0,1
U21582,1,0,0,0,8,0,1.0,1
U216133,1,0,0,0,18,3,1.0,1
U216150,1,0,5,0,27,4,1.0,1
U216283,1,0,0,0,4,2,1.0,1
U216319,1,0,0,0,10,1,1.0,1
U216391,1,0,5,1,56,8,1.0,1
U216504,1,0,1,0,10,0,1.0,1
U216533,0,1,0,0,3,0,0.0,0
U216572,1,0,0,0,7,1,1.0,1
U216620,2,0,2,0,26,0,1.0,1
U216651,1,0,1,0,24,2,1.0,1
U216665,1,0,0,0,6,0,1.0,1
U216819,1,0,3,0,62,7,1.0,1
U216862,1,0,0,0,2,0,1.0,1
U216874,1,0,0,0,20,4,1.0,1
U21688,1,0,1,0,21,0,1.0,1
U216894,2,0,4,1,75,6,1.0,1
U21698,1,0,2,0,7,3,1.0,1
U217060,1,0,1,0,5,3,1.0,1
U217095,1,0,0,0,15,3,1.0,1
U217223,1,0,0,0,3,1,1.0,1
U217225,1,0,0,0,6,1,1.0,1
U21733,3,0,1,0,57,8,1.0,1
U217376,1,0,2,0,1,1,1.0,1
U217448,1,0,0,0,9,3,1.0,1
U217462,1,0,1,0,2,0,1.0,1
U217540,1,0,0,0,1,1,1.0,1
U217546,1,0,1,0,14,1,1.0,1
U217664,0,1,0,0,12,4,0.0,0
U217665,1,0,1,0,16,2,1.0,1
U217689,1,0,1,0,12,2,1.0,1
U217724,1,0,2,0,14,1,1.0,1
U217798,2,0,1,1,16,3,1.0,1
U217823,1,0,0,0,4,1,1.0,1
U217854,1,0,6,0,50,6,1.0,1
U217954,1,0,1,0,27,4,1.0,1
U217957,1,0,0,0,27,1,1.0,1
U218278,3,0,6,0,50,11,1.0,1
U218337,1,0,1,1,12,4,1.0,1
U218449,1,0,0,0,0,0,1.0,1
U218475,1,0,0,0,0,0,1.0,1
U218482,1,0,0,0,1,0,1.0,1
U218504,1,0,2,1,19,5,1.0,1
U218620,1,0,0,1,11,3,1.0,1
U218636,1,0,0,0,1,0,1.0,1
U218715,1,0,0,0,17,4,1.0,1
U218758,1,0,1,0,3,1,1.0,1
U218767,0,1,1,0,27,8,0.0,0
U218803,2,0,0,0,6,0,1.0,1
U218845,1,0,4,0,22,3,1.0,1
U218941,1,0,2,0,44,5,1.0,1
U218948,1,0,0,0,0,0,1.0,1
U218949,1,0,0,0,6,1,1.0,1
U218955,1,0,0,0,8,0,1.0,1
U219039,0,1,1,0,3,1,0.0,0
U21907,1,0,0,0,0,0,1.0,1
U219082,1,0,0,0,3,0,1.0,1
U219119,1,0,0,0,8,2,1.0,1
U219150,1,0,3,0,38,3,1.0,1
U219192,2,0,2,0,18,3,1.0,1
U219281,1,0,1,0,16,1,1.0,1
U219290,1,1,4,0,28,7,0.5,1
U219293,0,1,1,0,4,1,0.0,0
U219326,0,1,0,0,0,0,0.0,0
U219474,1,0,0,0,2,1,1.0,1
U219534,1,0,0,0,22,5,1.0,1
U219567,1,0,3,0,39,3,1.0,1
U219581,1,0,1,0,27,2,1.0,1
U219644,1,0,0,1,68,6,1.0,1
U21972,1,0,0,0,5,0,1.0,1
U219772,1,0,0,0,1,0,1.0,1
U220112,1,0,4,0,25,4,1.0,1
U220209,1,0,0,0,24,2,1.0,1
U220279,1,0,0,0,1,0,1.0,1
U220285,1,0,3,1,24,5,1.0,1
U220464,1,0,0,1,16,5,1.0,1
U220488,1,0,6,1,29,7,1.0,1
U220599,1,0,1,0,7,2,1.0,1
U2206,1,0,0,0,3,0,1.0,1
U220616,0,1,0,0,1,1,0.0,0
U220685,1,0,0,0,8,0,1.0,1
U220730,1,0,1,0,19,3,1.0,1
U220772,1,0,0,0,1,0,1.0,1
U220794,1,0,1,0,25,0,1.0,1
U220843,1,0,4,1,51,9,1.0,1
U220895,1,0,4,1,14,2,1.0,1
U220901,1,0,0,0,4,0,1.0,1
U221,1,0,2,0,11,0,1.0,1
U221139,1,0,0,0,1,0,1.0,1
U22124,1,0,1,0,5,1,1.0,1
U221397,1,0,0,0,9,1,1.0,1
U221438,2,0,1,0,15,2,1.0,1
U221508,1,0,0,0,5,2,1.0,1
U221538,1,0,1,0,10,0,1.0,1
U221646,1,0,1,0,6,1,1.0,1
U221711,1,0,5,0,28,3,1.0,1
U221725,1,0,0,0,0,0,1.0,1
U22174,1,0,2,0,6,1,1.0,1
U221808,1,1,0,0,0,0,0.5,1
U221879,1,0,3,0,10,2,1.0,1
U22195,1,0,0,0,10,0,1.0,1
U222009,0,1,0,0,5,0,0.0,0
U222160,1,0,3,0,13,2,1.0,1
U22217,1,0,0,0,10,1,1.0,1
U222277,0,1,4,0,14,2,0.0,0
U22229,2,0,0,0,47,7,1.0,1
U222299,1,1,5,0,23,5,0.5,1
U222655,1,0,3,2,36,5,1.0,1
U222666,1,0,0,0,25,2,1.0,1
U222667,2,0,7,0,34,10,1.0,1
U222798,1,0,0,0,0,0,1.0,1
U22282,1,1,0,0,0,0,0.5,1
U223101,0,1,0,0,1,0,0.0,0
U223106,1,0,0,0,1,1,1.0,1
U223160,1,0,0,1,11,2,1.0,1
U2233,1,0,0,1,7,0,1.0,1
U223302,1,0,3,0,31,5,1.0,1
U223388,1,0,1,0,50,5,1.0,1
U223498,1,0,1,0,10,1,1.0,1
U223577,1,0,0,0,0,0,1.0,1
U223583,1,0,0,0,0,0,1.0,1
U22370,3,0,3,1,33,3,1.0,1
U223747,1,0,1,0,4,1,1.0,1
U223751,1,0,0,0,5,0,1.0,1
U223791,1,1,0,0,6,2,0.5,1
U223923,1,0,2,0,7,0,1.0,1
U223937,1,0,1,0,4,0,1.0,1
U22410,0,1,0,0,13,1,0.0,0
U224207,1,0,1,0,27,3,1.0,1
U224343,1,0,0,0,0,0,1.0,1
U224361,1,0,0,0,4,1,1.0,1
U224395,1,0,0,0,0,0,1.0,1
U224401,1,0,0,0,8,0,1.0,1
U22442,1,0,0,0,3,0,1.0,1
U224477,2,0,6,1,60,5,1.0,1
U224519,1,0,0,0,3,0,1.0,1
U224572,1,0,2,0,20,0,1.0,1
U224585,2,0,1,0,22,2,1.0,1
U224607,1,0,2,0,9,2,1.0,1
U224761,1,0,1,0,14,2,1.0,1
U224841,1,0,0,0,12,2,1.0,1
U224845,1,0,1,0,29,3,1.0,1
U224855,1,0,0,1,67,8,1.0,1
U225050,1,0,0,0,15,0,1.0,1
U225109,1,0,0,0,0,0,1.0,1
U225246,2,0,9,2,63,10,1.0,1
U225502,1,0,0,0,3,0,1.0,1
U225507,1,0,0,0,5,0,1.0,1
U225651,1,0,6,1,31,2,1.0,1
U225732,1,0,0,0,11,0,1.0,1
U225802,1,0,1,0,10,1,1.0,1
U225820,1,0,2,0,34,4,1.0,1
U225830,3,0,6,0,24,7,1.0,1
U225952,1,0,0,0,9,3,1.0,1
U225955,2,0,0,0,6,0,1.0,1
U225977,1,0,3,0,37,4,1.0,1
U226068,1,0,0,0,1,1,1.0,1
U22612,1,0,0,0,15,1,1.0,1
U226139,1,0,6,0,58,7,1.0,1
U22623,1,0,0,0,1,0,1.0,1
U226283,1,0,2,1,17,5,1.0,1
U226462,1,0,0,0,4,0,1.0,1
U226469,1,0,0,0,10,0,1.0,1
U226487,1,0,6,1,71,4,1.0,1
U226519,1,0,0,0,1,0,1.0,1
U226595,1,0,1,0,32,2,1.0,1
U226627,1,0,2,1,11,4,1.0,1
U226792,1,0,0,0,3,0,1.0,1
U226901,1,0,0,0,0,0,1.0,1
U226970,1,0,2,0,7,1,1.0,1
U226983,1,1,0,0,9,0,0.5,1
U227132,3,0,9,3,88,11,1.0,1
U227304,1,0,0,0,8,0,1.0,1
U227307,1,0,0,0,12,1,1.0,1
U227320,1,0,1,0,7,0,1.0,1
U227342,1,0,3,0,4,2,1.0,1
U227359,3,0,2,0,15,0,1.0,1
U227390,2,0,4,0,37,4,1.0,1
U227477,1,0,1,0,6,1,1.0,1
U227556,1,0,2,0,2,0,1.0,1
U227563,1,0,5,1,13,2,1.0,1
U22760,1,0,1,0,3,0,1.0,1
U227692,1,0,1,0,0,0,1.0,1
U227708,1,0,2,0,26,5,1.0,1
U227714,1,0,1,0,2,0,1.0,1
U227907,1,0,1,0,24,5,1.0,1
U227911,1,0,0,0,21,3,1.0,1
U227961,1,0,0,0,5,0,1.0,1
U228103,1,0,2,0,16,4,1.0,1
U228133,1,0,1,0,41,5,1.0,1
U228205,1,0,7,0,18,1,1.0,1
U228231,1,0,1,0,3,0,1.0,1
U22828,1,0,0,0,16,2,1.0,1
U228579,1,0,3,2,10,1,1.0,1
U228601,1,1,8,1,54,6,0.5,1
U228800,1,0,1,0,14,3,1.0,1
U229141,1,0,0,0,8,0,1.0,1
U229178,1,0,3,0,21,4,1.0,1
U229258,1,0,0,0,10,1,1.0,1
U229316,1,0,0,0,0,0,1.0,1
U229336,1,0,4,0,6,0,1.0,1
U229484,1,0,1,0,8,2,1.0,1
U229631,1,1,5,0,89,5,0.5,1
U229638,1,0,2,0,14,3,1.0,1
U229777,1,0,2,0,9,3,1.0,1
U229790,1,0,0,0,12,0,1.0,1
U22983,1,0,2,0,13,1,1.0,1
U229836,0,1,4,0,36,11,0.0,0
U229965,1,0,3,0,21,1,1.0,1
U230103,2,0,5,2,43,9,1.0,1
U230105,1,0,1,0,22,5,1.0,1
U230135,1,0,2,0,12,0,1.0,1
U230172,1,0,2,0,13,1,1.0,1
U230304,1,0,1,0,9,0,1.0,1
U230361,1,0,2,1,42,5,1.0,1
U230363,1,0,0,0,0,0,1.0,1
U230388,1,0,0,0,4,0,1.0,1
U230492,1,0,1,0,1,0,1.0,1
U230519,1,0,0,0,1,0,1.0,1
U23053,1,0,1,0,23,4,1.0,1
U230537,1,0,0,0,1,0,1.0,1
U23054,1,0,3,1,12,1,1.0,1
U230569,1,0,0,0,9,0,1.0,1
U230619,3,1,3,0,1,0,0.75,1
U230705,1,0,0,0,1,0,1.0,1
U23071,1,0,0,0,12,0,1.0,1
U230733,1,0,1,0,2,0,1.0,1
U230747,2,0,0,0,3,0,1.0,1
U23077,1,0,2,1,12,0,1.0,1
U230776,2,0,4,0,15,1,1.0,1
U230848,1,0,1,0,6,1,1.0,1
U230956,1,0,1,0,0,0,1.0,1
U230975,1,0,1,0,2,0,1.0,1
U231059,1,0,0,0,4,0,1.0,1
U231066,0,1,2,0,10,1,0.0,0
U231102,1,0,0,0,9,0,1.0,1
U231129,1,0,3,0,17,2,1.0,1
U231162,1,0,0,0,0,0,1.0,1
U231183,1,0,1,0,3,0,1.0,1
U231365,1,0,0,0,1,0,1.0,1
U231408,1,0,0,0,3,2,1.0,1
U231433,2,1,3,0,23,3,0.6666666666666666,1
U23145,1,0,0,0,6,0,1.0,1
U2315,1,0,2,0,11,1,1.0,1
U231584,3,0,4,0,8,2,1.0,1
U231590,1,0,1,0,10,1,1.0,1
U2316,2,0,4,2,63,8,1.0,1
U231609,1,0,0,0,0,0,1.0,1
U23162,1,0,0,0,4,0,1.0,1
U231653,1,0,0,0,43,2,1.0,1
U231840,1,0,4,0,33,3,1.0,1
U231896,1,0,0,0,1,0,1.0,1
U231923,1,0,0,0,6,2,1.0,1
U231964,1,0,0,0,2,0,1.0,1
U232034,1,0,0,2,19,7,1.0,1
U232083,1,0,4,1,54,8,1.0,1
U232135,0,1,2,0,20,1,0.0,0
U232163,0,1,0,0,6,0,0.0,0
U23218,2,0,2,0,5,2,1.0,1
U232226,1,0,0,0,3,0,1.0,1
U232393,1,0,1,0,8,0,1.0,1
U232409,1,0,2,1,9,1,1.0,1
U232426,1,0,1,1,12,0,1.0,1
U23250,1,0,1,0,17,1,1.0,1
U232553,1,0,9,0,45,6,1.0,1
U232602,1,0,3,1,22,4,1.0,1
U232649,1,0,1,0,11,2,1.0,1
U232729,1,0,0,0,11,2,1.0,1
U232777,1,0,13,1,31,9,1.0,1
U2328,0,1,0,0,29,3,0.0,0
U232837,1,1,4,0,10,1,0.5,1
U232900,1,0,1,0,2,0,1.0,1
U232923,1,0,0,0,10,0,1.0,1
U232934,1,0,3,0,35,5,1.0,1
U232973,0,1,0,0,0,0,0.0,0
U233004,1,0,1,0,7,0,1.0,1
U233016,1,0,0,0,1,0,1.0,1
U233062,2,0,1,1,7,0,1.0,1
U233063,1,0,0,0,2,0,1.0,1
U233313,1,0,1,1,9,1,1.0,1
U233339,1,0,1,0,11,1,1.0,1
U233391,1,0,0,1,22,1,1.0,1
U233407,1,0,0,0,0,0,1.0,1
U233476,1,0,0,0,1,0,1.0,1
U233665,0,1,6,0,36,2,0.0,0
U233678,1,0,0,0,1,0,1.0,1
U234005,1,0,0,0,3,0,1.0,1
U234007,1,0,3,0,14,1,1.0,1
U234036,1,0,0,0,2,0,1.0,1
U23410,1,0,0,0,20,0,1.0,1
U23412,1,0,1,0,8,2,1.0,1
U234170,2,0,0,0,5,1,1.0,1
U234174,1,0,6,0,15,2,1.0,1
U234197,1,0,1,0,33,1,1.0,1
U234369,1,0,3,0,10,0,1.0,1
U234402,1,0,1,0,12,3,1.0,1
U234583,2,0,2,0,4,1,1.0,1
U234646,1,0,0,0,5,0,1.0,1
U234683,1,0,7,0,43,6,1.0,1
U234684,1,0,0,0,0,0,1.0,1
U234721,1,0,1,1,54,1,1.0,1
U234860,1,0,1,0,2,1,1.0,1
U234993,1,0,3,1,31,3,1.0,1
U235058,1,0,0,0,3,0,1.0,1
U235088,1,1,0,0,12,0,0.5,1
U235163,1,0,0,0,22,1,1.0,1
U235248,0,1,0,0,8,0,0.0,0
U235321,1,0,3,0,6,3,1.0,1
U235382,1,0,0,0,29,3,1.0,1
U23572,1,0,1,0,19,2,1.0,1
U235722,2,0,1,0,11,3,1.0,1
U235735,1,0,1,0,0,0,1.0,1
U23583,1,0,2,0,13,0,1.0,1
U235874,1,0,0,0,2,0,1.0,1
U235893,2,0,0,0,2,1,1.0,1
U235975,1,0,0,0,3,0,1.0,1
U236031,1,0,3,1,45,7,1.0,1
U236052,1,0,2,0,0,0,1.0,1
U2361,2,0,3,0,29,1,1.0,1
U236111,1,0,3,1,34,8,1.0,1
U236180,1,0,4,3,28,3,1.0,1
U236312,1,0,0,0,8,2,1.0,1
U236399,1,0,0,0,33,4,1.0,1
U236552,2,0,0,0,2,0,1.0,1
U236565,1,0,2,0,7,0,1.0,1
U236574,1,0,0,0,2,1,1.0,1
U236618,1,0,1,0,17,3,1.0,1
U236623,1,0,2,1,26,2,1.0,1
U236624,1,0,0,0,0,0,1.0,1
U23666,1,0,0,0,14,1,1.0,1
U236667,3,0,3,1,29,3,1.0,1
U236674,1,0,0,0,7,1,1.0,1
U236730,2,0,5,2,21,1,1.0,1
U23678,1,0,0,0,7,1,1.0,1
U236805,1,0,0,0,1,1,1.0,1
U236869,1,0,5,0,10,2,1.0,1
U236870,1,0,0,0,1,0,1.0,1
U236896,1,0,1,0,17,2,1.0,1
U236991,1,0,0,0,0,1,1.0,1
U237070,1,0,1,1,41,4,1.0,1
U237107,1,0,2,0,3,0,1.0,1
U237121,1,0,2,1,24,2,1.0,1
U237194,1,0,2,0,64,6,1.0,1
U237298,2,0,4,1,8,0,1.0,1
U237486,1,1,1,0,4,2,0.5,1
U237542,1,0,1,0,3,0,1.0,1
U23755,4,0,17,1,29,4,1.0,1
U237567,1,0,0,1,6,1,1.0,1
U237576,1,0,1,1,5,0,1.0,1
U237592,0,1,0,1,12,1,0.0,0
U237613,1,0,0,0,8,4,1.0,1
U237626,1,0,3,1,37,5,1.0,1
U237926,1,0,4,0,30,1,1.0,1
U237938,1,0,0,0,5,0,1.0,1
U237955,0,1,4,0,49,4,0.0,0
U237961,1,0,1,0,10,0,1.0,1
U238093,1,0,0,0,3,0,1.0,1
U238100,1,0,4,0,15,0,1.0,1
U238126,1,0,0,0,4,1,1.0,1
U238137,1,0,0,0,4,5,1.0,1
U238372,1,0,0,0,5,0,1.0,1
U23841,1,0,0,0,6,0,1.0,1
U238429,1,0,0,0,16,1,1.0,1
U238494,1,0,0,0,23,3,1.0,1
U238524,0,1,7,1,39,7,0.0,0
U238527,1,0,0,0,1,0,1.0,1
U238539,1,0,4,1,14,1,1.0,1
U23856,1,0,3,0,25,5,1.0,1
U238560,1,0,0,0,0,0,1.0,1
U238608,1,0,2,0,33,1,1.0,1
U238667,1,0,0,0,22,4,1.0,1
U238747,1,0,1,0,1,0,1.0,1
U238982,1,0,5,1,22,3,1.0,1
U239043,1,0,1,0,31,5,1.0,1
U239068,1,0,0,0,1,0,1.0,1
U239094,1,0,2,0,3,3,1.0,1
U239248,1,0,0,0,1,0,1.0,1
U239335,1,0,1,0,6,0,1.0,1
U239426,2,0,0,0,1,0,1.0,1
U239518,0,1,0,0,3,2,0.0,0
U239582,1,0,0,0,9,0,1.0,1
U239585,1,0,0,0,7,0,1.0,1
U239717,1,0,0,0,2,0,1.0,1
U239738,1,0,3,0,6,0,1.0,1
U239807,1,0,0,0,0,0,1.0,1
U239838,1,0,1,0,3,2,1.0,1
U239959,1,0,1,0,3,2,1.0,1
U240082,1,0,1,0,5,2,1.0,1
U240302,1,0,2,0,13,0,1.0,1
U240332,1,0,0,0,8,3,1.0,1
U240336,0,1,0,0,0,0,0.0,0
U240478,2,0,3,0,6,1,1.0,1
U240556,1,0,4,2,48,2,1.0,1
U240572,1,0,0,0,3,0,1.0,1
U240598,1,0,0,0,5,1,1.0,1
U240691,1,0,1,0,0,0,1.0,1
U240725,1,0,0,0,1,0,1.0,1
U240775,1,0,8,0,67,16,1.0,1
U240857,1,0,1,0,13,1,1.0,1
U240896,1,0,1,0,14,3,1.0,1
U240902,1,0,0,0,4,0,1.0,1
U240973,1,0,2,0,5,2,1.0,1
U241037,1,0,2,1,11,2,1.0,1
U241074,1,0,0,0,4,0,1.0,1
U241159,1,0,1,0,14,2,1.0,1
U241210,1,0,1,0,14,0,1.0,1
U24123,2,0,1,1,2,0,1.0,1
U241277,1,0,0,0,4,2,1.0,1
U241533,1,0,1,0,45,7,1.0,1
U241622,1,0,0,0,0,0,1.0,1
U24164,1,0,0,0,1,0,1.0,1
U241724,1,0,1,0,30,6,1.0,1
U241818,1,0,0,0,11,1,1.0,1
U241869,1,0,0,0,0,0,1.0,1
U241947,1,0,1,1,26,0,1.0,1
U24196,1,0,4,0,30,5,1.0,1
U242058,4,0,2,0,4,1,1.0,1
U242062,1,0,0,0,0,0,1.0,1
U242116,1,0,3,1,55,2,1.0,1
U242191,1,0,1,0,14,1,1.0,1
U242199,1,0,1,0,30,6,1.0,1
U242230,1,0,0,0,2,0,1.0,1
U242239,1,0,3,1,2,0,1.0,1
U242241,4,1,8,1,39,5,0.8,1
U242320,1,0,0,1,7,3,1.0,1
U242351,1,0,5,1,31,1,1.0,1
U242355,1,0,1,0,10,0,1.0,1
U242358,1,0,2,0,18,4,1.0,1
U242400,1,0,0,0,0,0,1.0,1
U24242,1,0,0,0,1,0,1.0,1
U24245,1,0,9,2,84,8,1.0,1
U242464,1,0,0,0,2,0,1.0,1
U242527,1,0,1,0,25,4,1.0,1
U24254,1,0,0,0,15,4,1.0,1
U242584,1,0,1,0,1,0,1.0,1
U242599,0,1,1,1,17,0,0.0,0
U242625,2,0,2,1,35,3,1.0,1
U242630,1,0,0,0,0,0,1.0,1
U242711,1,0,0,0,9,0,1.0,1
U242724,1,0,3,0,8,2,1.0,1
U24274,1,0,0,0,0,0,1.0,1
U242810,1,0,9,0,39,2,1.0,1
U242973,1,0,0,0,8,4,1.0,1
U243003,2,0,5,0,15,1,1.0,1
U24303,2,0,2,0,24,1,1.0,1
U243065,2,1,3,0,18,3,0.6666666666666666,1
U243100,2,0,7,1,31,6,1.0,1
U243117,0,1,12,0,56,13,0.0,0
U24316,1,0,0,0,6,0,1.0,1
U243168,1,0,0,0,2,0,1.0,1
U243180,1,0,5,0,9,2,1.0,1
U243275,1,0,1,0,8,5,1.0,1
U243297,1,0,4,0,73,13,1.0,1
U243323,1,0,0,0,5,2,1.0,1
U243344,1,0,0,0,9,1,1.0,1
U243345,1,0,0,0,5,1,1.0,1
U243451,1,0,1,0,19,2,1.0,1
U243568,2,1,2,0,8,1,0.6666666666666666,1
U243582,1,0,0,0,10,0,1.0,1
U243583,1,0,1,0,9,1,1.0,1
U243593,1,1,1,0,31,6,0.5,1
U243652,2,0,0,0,18,4,1.0,1
U243724,1,0,0,0,1,0,1.0,1
U243739,1,0,0,0,23,1,1.0,1
U243782,1,0,1,0,83,8,1.0,1
U243849,1,0,3,1,31,6,1.0,1
U243851,1,0,1,0,7,0,1.0,1
U243858,1,0,3,0,56,7,1.0,1
U243882,1,0,0,0,8,0,1.0,1
U243959,1,0,0,0,0,0,1.0,1
U243964,1,0,8,0,25,4,1.0,1
U244130,1,0,0,0,7,0,1.0,1
U244169,1,0,3,0,20,2,1.0,1
U244171,0,1,1,0,1,0,0.0,0
U244218,0,1,1,0,20,4,0.0,0
U244230,1,0,1,0,6,0,1.0,1
U244261,1,0,0,0,9,2,1.0,1
U244277,1,0,10,0,59,6,1.0,1
U244523,1,0,2,1,42,3,1.0,1
U244631,1,0,1,0,1,0,1.0,1
U244635,1,0,3,0,15,0,1.0,1
U244826,1,0,2,0,44,5,1.0,1
U244924,2,0,5,1,28,3,1.0,1
U244932,1,0,0,0,13,2,1.0,1
U245112,1,0,2,0,19,3,1.0,1
U245198,1,0,0,0,2,0,1.0,1
U245251,1,0,0,0,2,0,1.0,1
U245261,1,0,1,1,9,1,1.0,1
U245277,1,0,0,0,13,3,1.0,1
U245309,1,0,0,0,1,0,1.0,1
U245348,1,0,0,0,0,0,1.0,1
U245673,1,0,7,2,30,1,1.0,1
U245682,2,0,1,0,3,2,1.0,1
U245692,1,0,2,0,8,0,1.0,1
U245693,1,0,2,0,28,0,1.0,1
U245838,1,0,1,0,7,1,1.0,1
U245899,1,0,0,0,0,0,1.0,1
U245922,2,1,8,1,5,0,0.6666666666666666,1
U246203,0,1,1,0,28,5,0.0,0
U246255,2,0,1,0,25,4,1.0,1
U246256,2,0,7,1,74,9,1.0,1
U246341,1,0,0,0,0,0,1.0,1
U246552,1,0,0,0,3,0,1.0,1
U246708,1,0,0,0,0,0,1.0,1
U246721,1,0,1,0,5,2,1.0,1
U24673,1,1,4,0,34,5,0.5,1
U246768,1,0,4,1,32,1,1.0,1
U246872,1,0,1,0,17,3,1.0,1
U246904,1,0,0,0,0,0,1.0,1
U246913,1,0,0,0,28,2,1.0,1
U246951,1,0,0,0,9,0,1.0,1
U24697,0,1,0,0,0,0,0.0,0
U246987,1,0,1,0,4,0,1.0,1
U247235,1,0,0,0,9,1,1.0,1
U24726,1,0,2,0,16,1,1.0,1
U247335,1,0,8,1,70,10,1.0,1
U247519,0,1,0,0,4,1,0.0,0
U247559,1,0,1,0,5,1,1.0,1
U247576,1,0,0,1,9,0,1.0,1
U247659,2,0,0,0,2,0,1.0,1
U247672,1,0,0,0,2,0,1.0,1
U247813,1,0,2,0,3,0,1.0,1
U247828,1,0,0,0,2,0,1.0,1
U247838,1,0,0,0,9,2,1.0,1
U247849,1,0,2,0,7,0,1.0,1
U24799,1,0,1,0,12,0,1.0,1
U248000,1,0,0,0,2,0,1.0,1
U248021,1,0,0,0,3,0,1.0,1
U248050,4,0,2,0,11,3,1.0,1
U248080,1,0,3,0,16,0,1.0,1
U248207,1,0,1,0,8,0,1.0,1
U248236,1,1,1,0,25,4,0.5,1
U248247,1,0,0,0,5,0,1.0,1
U248344,1,0,1,1,9,4,1.0,1
U248424,1,0,0,0,1,0,1.0,1
U248470,1,0,0,0,4,0,1.0,1
U248588,1,0,0,0,1,0,1.0,1
U248762,1,0,1,0,1,0,1.0,1
U248789,1,0,0,0,1,0,1.0,1
U24885,1,0,0,0,3,0,1.0,1
U248937,2,0,2,0,12,2,1.0,1
U249034,1,0,1,0,7,3,1.0,1
U249168,1,0,1,0,2,0,1.0,1
U249191,2,0,1,0,9,3,1.0,1
U24928,1,0,2,0,37,4,1.0,1
U249368,1,0,0,0,3,0,1.0,1
U249372,1,0,1,0,22,0,1.0,1
U249492,1,0,3,1,30,4,1.0,1
U24957,1,0,2,0,26,1,1.0,1
U249603,1,0,0,0,4,0,1.0,1
U249711,1,0,0,0,2,2,1.0,1
U249754,0,1,0,0,2,0,0.0,0
U249814,1,0,0,0,13,3,1.0,1
U249853,1,0,0,0,5,1,1.0,1
U249916,1,0,5,1,107,11,1.0,1
U250082,1,0,3,1,14,5,1.0,1
U250151,1,0,2,0,18,1,1.0,1
U250204,2,0,0,0,6,1,1.0,1
U250216,1,0,0,0,6,2,1.0,1
U250241,1,0,3,0,29,2,1.0,1
U250278,2,0,6,1,23,2,1.0,1
U250284,2,0,2,0,21,3,1.0,1
U250342,1,0,0,0,2,0,1.0,1
U250347,1,0,0,0,8,2,1.0,1
U250404,1,0,14,2,141,18,1.0,1
U250428,1,0,2,0,19,3,1.0,1
U250478,1,0,2,1,34,6,1.0,1
U250488,1,0,0,0,0,0,1.0,1
U250593,1,0,0,0,1,1,1.0,1
U25066,1,0,2,0,42,2,1.0,1
U250738,1,0,0,0,4,0,1.0,1
U250845,1,0,7,0,102,18,1.0,1
U250989,1,0,0,0,10,1,1.0,1
U25108,1,0,0,1,5,0,1.0,1
U251112,1,0,2,0,17,3,1.0,1
U251154,2,0,2,0,6,4,1.0,1
U251229,1,0,1,0,19,3,1.0,1
U251244,0,1,0,0,5,2,0.0,0
U251298,1,0,0,0,3,1,1.0,1
U251300,1,0,0,0,6,1,1.0,1
U251339,1,0,1,0,4,2,1.0,1
U251347,1,0,2,0,9,1,1.0,1
U251366,1,0,1,0,0,0,1.0,1
U251374,1,0,1,0,44,6,1.0,1
U251421,1,0,0,1,20,1,1.0,1
U251519,1,0,1,0,0,0,1.0,1
U251563,1,0,0,0,42,4,1.0,1
U25160,1,0,2,1,10,0,1.0,1
U251605,1,0,1,0,11,2,1.0,1
U251660,1,0,3,0,35,6,1.0,1
U2517,1,0,5,1,29,3,1.0,1
U251750,0,1,0,0,0,0,0.0,0
U251763,1,0,1,0,9,3,1.0,1
U251817,3,0,5,0,24,2,1.0,1
U251818,1,0,1,0,6,0,1.0,1
U25184,1,0,2,0,3,0,1.0,1
U25185,1,0,3,1,36,2,1.0,1
U251850,1,0,1,0,21,1,1.0,1
U251925,1,0,2,0,42,5,1.0,1
U251942,1,0,3,0,32,5,1.0,1
U25198,4,1,6,1,76,12,0.8,1
U25204,1,0,0,0,9,3,1.0,1
U252095,1,0,1,0,6,1,1.0,1
U252180,1,0,1,0,13,2,1.0,1
U25219,2,0,0,0,5,1,1.0,1
U252261,0,1,0,0,5,3,0.0,0
U252265,1,0,2,2,52,5,1.0,1
U25229,1,0,0,0,2,0,1.0,1
U252313,1,0,2,0,73,17,1.0,1
U252401,1,0,0,0,1,0,1.0,1
U252465,1,0,3,1,54,5,1.0,1
